Invoice No,Country Code,Sales ($),Margin ($),Margin (%),Vendor,Customer,Partner,End User,Invoice Date,Type,oSpace Program Name,ProgramID
341510-01,AU,58906.11,5845.3202,0.099231136,Netskope,The Missing Link Security Pty Ltd,The Missing Link Security Pty Ltd,HAMB Systems Limited,31/10/2025,Control,,
341499-01,AU,761514.0861,57381.4505,0.075351791,Palo Alto,The Missing Link Security Pty Ltd,The Missing Link Security Pty Ltd,AUSNET SERVICES LTD,31/10/2025,Control,,
341497-01,AU,338523.5615,31953.1786,0.094389822,Netskope,The Missing Link Security Pty Ltd,The Missing Link Security Pty Ltd,Hays Specialist Recruitment (Australia) Pty Limited,31/10/2025,Control,,
341464-01,AU,31958.9425,2953.5575,0.092417248,Netskope,The Missing Link Security Pty Ltd,The Missing Link Security Pty Ltd,MedHealth Pty Limited,31/10/2025,Control,,
341125-01,AU,132268.5,3680.5,0.027825975,Proofpoint,The Missing Link Security Pty Ltd,The Missing Link Security Pty Ltd,Wisetech Global,31/10/2025,Control,,
341500-01,AU,33914.995,2034.8961,0.059999894,"Crowdstrike, Inc.",The Somerville Group Pty Ltd - T/as Atturra Managed Services,The Somerville Group Pty Ltd - T/as Atturra Managed Services,STRATHCONA BAPTIST GIRLS GRAMMAR SCHOOL LIMITED,31/10/2025,Control,,
333148-08,AU,12.6097,1.8914,0.149995638,"Crowdstrike, Inc.",The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,31/10/2025,Others,,
341090-01,AU,1693.1705,191.3927,0.113038055,Fortinet,The Trustee for The K & R Harm Management Services Trust ( Managed Solutions ),The Trustee for The K & R Harm Management Services Trust ( Managed Solutions ),Jones Lang Lasalle Australia Pty Limited,31/10/2025,Control,,
341090-01,AU,175.2,43.8,0.25,Rackmount,The Trustee for The K & R Harm Management Services Trust ( Managed Solutions ),The Trustee for The K & R Harm Management Services Trust ( Managed Solutions ),Jones Lang Lasalle Australia Pty Limited,31/10/2025,Control,,
341123-01,AU,35176.5576,2283.534,0.064916358,Fortinet,TPO TECHNOLOGIES PTY LTD,TPO TECHNOLOGIES PTY LTD,Ergon Energy,31/10/2025,Control,,
341084-01,AU,16059.0277,642.361,0.039999993,Fortinet,TPO TECHNOLOGIES PTY LTD,TPO TECHNOLOGIES PTY LTD,Sonic Health,31/10/2025,Control,,
341445-01,AU,15914.4,674.5,0.042382999,Mimecast,TRISKELE LABS GLOBAL PTY LTD,TRISKELE LABS GLOBAL PTY LTD,Evolution Healthcare,31/10/2025,Others,,
340898-01,AU,747.2558,78.462,0.105000189,"Crowdstrike, Inc.",TRISKELE LABS GLOBAL PTY LTD,TRISKELE LABS GLOBAL PTY LTD,TRISKELE LABS GLOBAL PTY LTD,31/10/2025,Others,,
341485-01,AU,41553.1361,2497.0061,0.060091881,Okta,Trustee for the P & R Williamson Family Trust ( trading as Insync Solutions Pty Ltd),Trustee for the P & R Williamson Family Trust ( trading as Insync Solutions Pty Ltd),Catholic Education South Australia,31/10/2025,Others,,
341312-01,AU,503.261,40.261,0.080000238,Barracuda,VARIANT TECHNOLOGY PTY LTD,VARIANT TECHNOLOGY PTY LTD,LENZO PTY. LTD.,31/10/2025,Control,,
341388-01,AU,437.5,52.5,0.12,Fortinet,Velocity Systems Group Pty Ltd,Velocity Systems Group Pty Ltd,Dru Henley & Co,31/10/2025,Control,,
341380-01,AU,625,75,0.12,Fortinet,Velocity Systems Group Pty Ltd,Velocity Systems Group Pty Ltd,Sytsma & Associates,31/10/2025,Control,,
341504-01,AU,238568.1084,5955.7784,0.024964688,Okta,VERSENT PTY LTD,VERSENT PTY LTD,AUSGRID,31/10/2025,Others,,
341456-01,AU,401.1543,48.1385,0.11999996,Fortinet,Vital Holdings Pty Ltd T/A Vital IT,Vital Holdings Pty Ltd T/A Vital IT,PGA Management Pty Ltd,31/10/2025,Control,,
341323-01,AU,1051.7677,126.2121,0.119999977,Fortinet,Vocal Networks Pty Ltd,Vocal Networks Pty Ltd,Jayco Sydney,31/10/2025,Control,,
339369-01,AU,19300.365,1157.517,0.05997384,Netskope,VoIP Pty Ltd,VoIP Pty Ltd,VoIP Pty Ltd,31/10/2025,Control,,
341448-01,AU,17938.5,1613.68,0.089956239,Micro Focus,WyldLynx Pty Ltd,WyldLynx Pty Ltd,Central Queensland University,31/10/2025,Others,,
341448-01,AU,0,0,NaN,OpenText,WyldLynx Pty Ltd,WyldLynx Pty Ltd,Central Queensland University,31/10/2025,Others,,
341525-01,AU,100270.2976,9024.3303,0.090000035,"Crowdstrike, Inc.",Interactive Pty Ltd,Interactive Pty Ltd,Thomas Global Systems Pty Ltd,3/11/2025,Target,,
341578-01,AU,30151.2926,3165.874,0.104999611,"Crowdstrike, Inc.",Kinetic IT Pty Ltd,Kinetic IT Pty Ltd,Kinetic IT Pty Ltd,3/11/2025,Target,,
341575-01,AU,44985.0291,5411.6891,0.12029978,"Crowdstrike, Inc.",Kinetic IT Pty Ltd,Kinetic IT Pty Ltd,Kinetic IT Pty Ltd,3/11/2025,Target,,
329497-12,AU,53.0192,7.9531,0.150004149,"Crowdstrike, Inc.",The Trustee for DEALER IT - MJ SERVICES TRUST,The Trustee for DEALER IT - MJ SERVICES TRUST,The Trustee for DEALER IT - MJ SERVICES TRUST,3/11/2025,Target,,
339147-03,AU,1030.7054,113.3797,0.110002043,"Crowdstrike, Inc.",Asta Solutions Pty Ltd,Asta Solutions Pty Ltd,HAWTHORN FOOTBALL CLUB LIMITED,3/11/2025,Others,,
341225-01,AU,23782,2022.04,0.085023968,Micro Focus,AUSTRALIAN CENTRE FOR ADVANCED COMPUTING AND COMMUNICATION PTY LTD (AC3),AUSTRALIAN CENTRE FOR ADVANCED COMPUTING AND COMMUNICATION PTY LTD (AC3),MELBOURNE CITY COUNCIL ( CITY OF MELBOURNE ),3/11/2025,Control,,
341593-01,AU,89674.18,13437.3319,0.149846164,Imperva,Baidam Solutions Pty Ltd,Baidam Solutions Pty Ltd,QIC LIMITED,3/11/2025,Control,,
341503-01,AU,19631.191,1963.1191,0.1,"Crowdstrike, Inc.",Brennan IT Pty Ltd,Brennan IT Pty Ltd,SHARP & CARTER PTY LTD,3/11/2025,Control,,
340647-01,AU,86939.7328,5651.0689,0.064999842,"Crowdstrike, Inc.",Brennan IT Pty Ltd,Brennan IT Pty Ltd,COUNCIL OF TRUSTEES OF THE NATIONAL GALLERY OF VICTORIA,3/11/2025,Control,,
328952-02,AU,19023.9734,1331.6642,0.069999267,SentinelOne,Brennan IT Pty Ltd,Brennan IT Pty Ltd,Brennan IT Pty Ltd,3/11/2025,Control,,
341562-01,AU,4828.8339,482.878,0.099998884,"Crowdstrike, Inc.",Computers Now Pty Ltd,Computers Now Pty Ltd,Federation University Australia,3/11/2025,Control,,
338056-02,AU,3395.2824,271.8252,0.080059673,SentinelOne,CUBE CYBERSECURITY PTY LTD,CUBE CYBERSECURITY PTY LTD,CUBE CYBERSECURITY PTY LTD,3/11/2025,Others,,
331360-04,AU,23286.5115,1164.1215,0.049991236,"Crowdstrike, Inc.",CYBER AUSTRALIA PTY LTD (T/A CyberAI),CYBER AUSTRALIA PTY LTD (T/A CyberAI),Maggie Beer Holdings Ltd,3/11/2025,Others,,
341518-01,AU,8126.93,488.6774,0.060130627,SentinelOne,Datacom Systems (AU) Pty Ltd,Datacom Systems (AU) Pty Ltd,Architectural Window Systems Pty Ltd,3/11/2025,Control,,
341419-01,AU,52462.41,3153.15,0.060103034,Proofpoint,EMPYREAN IT PTY LTD atf Cloud Solutions Group,EMPYREAN IT PTY LTD atf Cloud Solutions Group,Merri Community Health Services Ltd,3/11/2025,Control,,
341166-01,AU,161694.9,14555.2095,0.090016503,Micro Focus,Informotion Pty Ltd,Informotion Pty Ltd,Central Seq Distributor-Retailer Authority,3/11/2025,Others,,
341166-01,AU,0,0,NaN,OpenText,Informotion Pty Ltd,Informotion Pty Ltd,Central Seq Distributor-Retailer Authority,3/11/2025,Others,,
323440-03,AU,57681.906,1680.0408,0.029125958,Micro Focus,Kapish Services Pty Ltd,Kapish Services Pty Ltd,Monash City Council (T/A: City of Monash),3/11/2025,Others,,
332352-09,AU,622.4971,93.3738,0.149998771,"Crowdstrike, Inc.",Mac Centre Pty Ltd,Mac Centre Pty Ltd,Mac Centre Pty Ltd,3/11/2025,Others,,
333391-03,AU,10424.28,901.1952,0.086451553,SentinelOne,MicrotechDPS,MicrotechDPS,MicrotechDPS,3/11/2025,Others,,
337536-02,AU,16588.1916,995.6916,0.06002412,Oracle,Prescience Technology Pty Limited,Prescience Technology Pty Limited,Civil Mining & Construction Pty Ltd,3/11/2025,Others,,
328976-02,AU,7331.2279,660.2817,0.090064271,SentinelOne,REDD Digital Services Pty Ltd,REDD Digital Services Pty Ltd,Presbyterian and Methodist Schools Association,3/11/2025,Control,,
332389-09,AU,5.3105,0.7967,0.150023538,"Crowdstrike, Inc.",The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,3/11/2025,Others,,
332375-09,AU,2.6995,0.405,0.150027783,"Crowdstrike, Inc.",The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,3/11/2025,Others,,
332354-08,AU,323.9308,48.5935,0.150011978,"Crowdstrike, Inc.",The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,3/11/2025,Others,,
329527-12,AU,23.8438,2.3844,0.100000839,"Crowdstrike, Inc.",The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,3/11/2025,Others,,
330588-04,AU,17324.8049,745.6469,0.043039267,SentinelOne,The Trustee for THE CHISHOLM FAMILY TRUST (Davichi Computer Services),The Trustee for THE CHISHOLM FAMILY TRUST (Davichi Computer Services),The Trustee for THE CHISHOLM FAMILY TRUST (Davichi Computer Services),3/11/2025,Others,,
340298-01,AU,54528.2,5998.52,0.110007666,Micro Focus,The trustee for The Schloman B1 Trust (T/as MIKTYSH),The trustee for The Schloman B1 Trust (T/as MIKTYSH),Stadiums Queensland,3/11/2025,Others,,
340298-01,AU,0,0,NaN,OpenText,The trustee for The Schloman B1 Trust (T/as MIKTYSH),The trustee for The Schloman B1 Trust (T/as MIKTYSH),Stadiums Queensland,3/11/2025,Others,,
338700-01,AU,0,-11127.384,-Infinity,Optima,THE UNIVERSITY OF NEWCASTLE,THE UNIVERSITY OF NEWCASTLE,THE UNIVERSITY OF NEWCASTLE,3/11/2025,Others,,
338700-01,AU,94266.24,15089.3856,0.160072,Oracle,THE UNIVERSITY OF NEWCASTLE,THE UNIVERSITY OF NEWCASTLE,THE UNIVERSITY OF NEWCASTLE,3/11/2025,Others,,
338694-01,AU,0,-3643.7736,-Infinity,Optima,The University of Western Australia,The University of Western Australia,The University of Western Australia,3/11/2025,Others,,
338694-01,AU,30739.68,4941.1728,0.160742493,Oracle,The University of Western Australia,The University of Western Australia,The University of Western Australia,3/11/2025,Others,,
341610-01,AU,49137.1672,4530.6792,0.092204729,Infoblox,NTT Australia Pty Ltd,NTT Australia Pty Ltd,IBERDROLA AUSTRALIA LIMITED,4/11/2025,Target,,
341440-01,AU,46359.2772,2549.7564,0.054999917,Rubrik,NTT Australia Pty Ltd,NTT Australia Pty Ltd,Computershare Limited,4/11/2025,Target,,
334153-08,AU,394.7604,59.2121,0.149995035,"Crowdstrike, Inc.",The Trustee for DEALER IT - MJ SERVICES TRUST,The Trustee for DEALER IT - MJ SERVICES TRUST,The Trustee for DEALER IT - MJ SERVICES TRUST,4/11/2025,Target,,
341579-01,AU,17277.7778,691.111,0.039999994,Palo Alto,CyberCX Pty Ltd,CyberCX Pty Ltd,Pentanet Limited,4/11/2025,Control,,
341560-01,AU,30338,1518,0.050036258,Proofpoint,CyberCX Pty Ltd,CyberCX Pty Ltd,Perpetual Limited,4/11/2025,Control,,
341404-01,AU,66620.5012,8512.636,0.127778024,Rubrik,CyberCX Pty Ltd,CyberCX Pty Ltd,Sunwater Limited,4/11/2025,Control,,
341113-01,AU,407.88,40.8324,0.100108856,Imperva,CyberCX Pty Ltd,CyberCX Pty Ltd,Northern Beaches Council,4/11/2025,Control,,
341559-01,AU,5991.81,509.31,0.085001026,SolarWinds Europe,DXC Enterprise Australia Pty Ltd,DXC Enterprise Australia Pty Ltd,COLES SUPERMARKETS AUSTRALIA PTY LTD,4/11/2025,Control,,
341585-02,AU,90.8711,14.0851,0.155000875,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",4/11/2025,Others,,
341585-01,AU,90.8711,14.0851,0.155000875,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",4/11/2025,Others,,
341584-02,AU,136.3057,21.1067,0.154848257,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",4/11/2025,Others,,
341584-01,AU,136.3057,21.1067,0.154848257,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",4/11/2025,Others,,
341580-02,AU,54.5227,8.4511,0.155001495,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",4/11/2025,Others,,
341580-01,AU,54.5227,8.4511,0.155001495,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",4/11/2025,Others,,
338206-04,AU,44.4707,6.6707,0.150002136,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",4/11/2025,Others,,
341606-01,AU,7415.479,296.6204,0.040000167,Palo Alto,Pinpoint I.T. Australia Pty Ltd,Pinpoint I.T. Australia Pty Ltd,Cotton Seed Distributors Ltd,4/11/2025,Others,,
341502-01,AU,13440.6,739.2,0.054997545,Rubrik,Sekuro Operations Pty Ltd,Sekuro Operations Pty Ltd,Equity Trustees Limited,4/11/2025,Control,,
341029-01,AU,4008.6,120.6,0.030085317,Mimecast,The Trustee for MIB GLOBAL TRUST t/a Dot Net IT Solutions Pty Ltd,The Trustee for MIB GLOBAL TRUST t/a Dot Net IT Solutions Pty Ltd,James Milson Village,4/11/2025,Control,,
332408-09,AU,15.9316,2.3902,0.150028873,"Crowdstrike, Inc.",The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,4/11/2025,Others,,
329113-02,AU,53528.7059,2893.4037,0.054053309,SentinelOne,THE TRUSTEE FOR THINK SOLUTIONS HYBRID TRUST (t/as Think Solutions),THE TRUSTEE FOR THINK SOLUTIONS HYBRID TRUST (t/as Think Solutions),Sypaq Systems Pty Ltd,4/11/2025,Others,,
331329-04,AU,11369.03,909.53,0.080000668,Sumo Logic,VoIP Pty Ltd,VoIP Pty Ltd,VoIP Pty Ltd,4/11/2025,Control,,
341628-01,AU,5838.5,500.405,0.085707802,Druva,Advance Vision Technology Pty Ltd,Advance Vision Technology Pty Ltd,Translational Research Institute Pty Ltd as trustee for the Translational Research Institute Trust,5/11/2025,Target,,
341626-01,AU,1952.6201,156.2097,0.080000047,"Crowdstrike, Inc.",Advance Vision Technology Pty Ltd,Advance Vision Technology Pty Ltd,CLUTCH INDUSTRIES PTY LTD,5/11/2025,Target,,
341551-01,AU,5529.9546,387.0972,0.070000068,Fortinet,ALL-TASKS COMPUTER SERVICES PTY LTD,ALL-TASKS COMPUTER SERVICES PTY LTD,ALL-TASKS COMPUTER SERVICES PTY LTD,5/11/2025,Target,,
341300-01,AU,162300.132,16881.546,0.10401437,Fortinet,ANABELLE BITS PTY LTD T/A ASI Solutions,ANABELLE BITS PTY LTD T/A ASI Solutions,TK Maxx Australia,5/11/2025,Target,,
341286-01,AU,34481.7863,2331.1293,0.067604656,Fortinet,ANABELLE BITS PTY LTD T/A ASI Solutions,ANABELLE BITS PTY LTD T/A ASI Solutions,TJX AUSTRALIA PTY LIMITED,5/11/2025,Target,,
340147-01,AU,40165.06,2014.38,0.050152546,Mimecast,Blue Connections Pty Ltd,Blue Connections Pty Ltd,Moyne Shire Council,5/11/2025,Target,,
341544-01,AU,38526.6015,2889.4825,0.074999673,Fortinet,CDM Australia Pty Ltd,CDM Australia Pty Ltd,ATCO Australia Pty Ltd,5/11/2025,Target,,
341552-01,AU,17985.1348,-325.3414,-0.018089461,Fortinet,Data Haus Pty Ltd,Data Haus Pty Ltd,Northern Beaches Christian School,5/11/2025,Target,,
341645-01,AU,40623.3,3453.3,0.085007865,SolarWinds Europe,DATA#3 LIMITED,DATA#3 LIMITED,Victorian Electoral Commission,5/11/2025,Target,,
341569-01,AU,1984,224.7302,0.11327127,Fortinet,eNerds Pty Ltd,eNerds Pty Ltd,Strata Republic,5/11/2025,Target,,
341646-01,AU,5744.8399,320.0038,0.055702823,Netskope,Interactive Pty Ltd,Interactive Pty Ltd,HASTINGS TECHNOLOGY METALS LTD,5/11/2025,Target,,
341324-01,AU,255.3192,15.3192,0.060000188,Fortinet,IP GLASS PTY LTD,IP GLASS PTY LTD,Delacon,5/11/2025,Target,,
341617-01,AU,148.5901,18.8641,0.126953949,Fortinet,KDDI Australia Pty Ltd,KDDI Australia Pty Ltd,MITSUBISHI ESTATE ASIA,5/11/2025,Target,,
341577-01,AU,2568.3058,205.4645,0.080000014,Fortinet,Nexon Asia Pacific Pty. Ltd.,Nexon Asia Pacific Pty. Ltd.,SIDDLE FAMILY OFFICE PTY LTD,5/11/2025,Target,,
341517-01,AU,7543.9816,301.7594,0.040000018,Palo Alto,Nexon Asia Pacific Pty. Ltd.,Nexon Asia Pacific Pty. Ltd., Tahmoor Coal Pty Ltd,5/11/2025,Target,,
341377-01,AU,12716.6026,953.7452,0.075,Fortinet,Quorum Systems Pty Ltd,Quorum Systems Pty Ltd,Protecht Group Holdings Pty Ltd,5/11/2025,Target,,
341223-01,AU,1055.423,79.1563,0.074999597,Fortinet,Resolution Technology Pty Ltd,Resolution Technology Pty Ltd,Paspaley Pearls Pty Ltd,5/11/2025,Target,,
341223-01,AU,313.5,62.7,0.2,Rackmount,Resolution Technology Pty Ltd,Resolution Technology Pty Ltd,Paspaley Pearls Pty Ltd,5/11/2025,Target,,
341520-01,AU,7442.798,520.652,0.0699538,Barracuda,Spirit Telecom (Australia) Pty Ltd,Spirit Telecom (Australia) Pty Ltd,Faith Lutheran College Redlands,5/11/2025,Target,,
329805-02,AU,105920,4240,0.040030211,Proofpoint,Telstra Limited,TELSTRA BROADCAST SERVICES PTY LIMITED,Chisholm Institute of TAFE,5/11/2025,Target,,
329598-02,AU,3273.8086,261.9015,0.079999026,Okta,Telstra Limited,TELSTRA BROADCAST SERVICES PTY LIMITED,TELSTRA INTERNATIONAL OPERATIONS PTY LIMITED,5/11/2025,Target,,
337709-04,AU,53.4738,8.0211,0.150000561,"Crowdstrike, Inc.",The Trustee for DEALER IT - MJ SERVICES TRUST,The Trustee for DEALER IT - MJ SERVICES TRUST,The Trustee for DEALER IT - MJ SERVICES TRUST,5/11/2025,Target,,
341317-01,AU,674.19,45.6186,0.067664308,Fortinet,Aleph IT Pty Ltd,Aleph IT Pty Ltd,Business Relocation Services,5/11/2025,Control,Fortinet MCO (Renewal & Trade-up) #302,302
337445-06,AU,54.2629,8.14,0.150010412,"Crowdstrike, Inc.",ALLSTARS TRADING PTY LTD - trading as Zirilio,ALLSTARS TRADING PTY LTD - trading as Zirilio,ALLSTARS TRADING PTY LTD - trading as Zirilio,5/11/2025,Control,,
341608-01,AU,4515.2,282.2,0.0625,SolarWinds Europe,Aquion Pty Ltd,Aquion Pty Ltd,Yancoal Australia PTY Ltd,5/11/2025,Control,,
341524-01,AU,14895.3824,1787.4458,0.119999994,Fortinet,Centum Services Pty Ltd,Centum Services Pty Ltd,CLEANCO QUEENSLAND LIMITED,5/11/2025,Control,,
341296-01,AU,26453.4698,1941.2735,0.073384456,Fortinet,Computer One Software (Australia) Pty Ltd,Computer One Software (Australia) Pty Ltd,Geopacific Resources (Woodlark Mine),5/11/2025,Control,,
341632-01,AU,6392.5112,367.437,0.057479289,"Crowdstrike, Inc.",Computers Now Pty Ltd,Computers Now Pty Ltd,THE NEPEAN DISTRICT CHRISTIAN EDUCATION ASSOCIATION LTD,5/11/2025,Control,,
341355-01,AU,31631.51,1581.6052,0.050000939,OPSWAT,DWS Group Pty Ltd,DWS Group Pty Ltd,SA Power Networks,5/11/2025,Others,,
338993-01,AU,7750,448.5,0.057870968,Druva,ESN Group Pty Ltd,ESN Group Pty Ltd,ESN Group Pty Ltd,5/11/2025,Others,,
341637-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,5/11/2025,Control,,
341635-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,5/11/2025,Control,,
341633-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,5/11/2025,Control,,
341630-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,5/11/2025,Control,,
341629-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,5/11/2025,Control,,
341624-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,5/11/2025,Control,,
341623-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,5/11/2025,Control,,
341621-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,5/11/2025,Control,,
341588-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,5/11/2025,Control,,
341587-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,5/11/2025,Control,,
341586-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,5/11/2025,Control,,
341583-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,5/11/2025,Control,,
341540-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,5/11/2025,Control,,
341531-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,5/11/2025,Control,,
341515-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,5/11/2025,Control,,
341471-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,5/11/2025,Control,,
341341-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,5/11/2025,Control,,
341426-01,AU,3497.92,262.3644,0.075005832,Fortinet,Huon IT Pty Ltd,Huon IT Pty Ltd,SV PARTNERS PTY LTD,5/11/2025,Control,,
341416-01,AU,874.4508,65.5619,0.074974944,Fortinet,Huon IT Pty Ltd,Huon IT Pty Ltd,SV PARTNERS PTY LTD,5/11/2025,Control,,
341411-01,AU,874.4801,65.5912,0.075005938,Fortinet,Huon IT Pty Ltd,Huon IT Pty Ltd,SV PARTNERS PTY LTD,5/11/2025,Control,,
341406-01,AU,874.48,65.5911,0.075005832,Fortinet,Huon IT Pty Ltd,Huon IT Pty Ltd,SV PARTNERS PTY LTD,5/11/2025,Control,,
341570-01,AU,7294.05,437.76,0.06001604,Micro Focus,iCognition Pty Limited,iCognition Pty Limited,OLD PARLIAMENT HOUSE,5/11/2025,Others,,
341570-01,AU,0,0,NaN,OpenText,iCognition Pty Limited,iCognition Pty Limited,OLD PARLIAMENT HOUSE,5/11/2025,Others,,
341427-01,AU,63538.8602,5999.1416,0.09441689,Fortinet,ICT Networks Pty Ltd,ICT Networks Pty Ltd,Northern Beaches Council,5/11/2025,Control,,
341639-01,AU,2232.661,150.4261,0.067375253,Netskope,INTELLITEK PTY. LIMITED,INTELLITEK PTY. LIMITED,INTELLITEK PTY. LIMITED,5/11/2025,Others,,
341555-01,AU,614.2677,73.7121,0.119999961,Fortinet,ITCO P/L - T/as  Datalinq Solutions,ITCO P/L - T/as  Datalinq Solutions,Perth Plate and Reo,5/11/2025,Control,,
341189-01,AU,2410.6872,289.2824,0.119999973,Fortinet,JSB TECHNOLOGY PTY LTD,JSB TECHNOLOGY PTY LTD,Laird Lawyers,5/11/2025,Control,,
341616-01,AU,1352.2727,162.2727,0.119999982,Fortinet,KMT Group Pty. Ltd t/a Kaine Mathrick Tech,KMT Group Pty. Ltd t/a Kaine Mathrick Tech,Intralink Financial Solutions,5/11/2025,Control,,
341625-01,AU,689.39,87.5002,0.126924092,Fortinet,Medical IT Group Pty. Ltd.,Medical IT Group Pty. Ltd.,SO DENTAL,5/11/2025,Control,,
341622-01,AU,689.394,82.7273,0.120000029,Fortinet,Medical IT Group Pty. Ltd.,Medical IT Group Pty. Ltd.,SO DENTAL,5/11/2025,Control,,
